#
"rh(51)"	"Normalforce"	"DATAN(TANDJA(1,1))"	"a(1,1)"	"b(1,1)"	"BJA(2,1,1)+0,75"	"R0J(1,1)"	"c11"	"c22"	"c23"	"BJA(3,1,1)"	"Penetration"	"BJA(2,1,1)+0.75+rh(51)"
1.3450000000e-02 4.8516962132e+04 7.5577519000e-01 8.8290600000e-03 9.7790300000e-04 7.0261223500e-01 4.4848719000e-01 1.1231204922e+01 1.2414719202e+01 1.3666730594e+01 -5.4339688000e-03 8.8551300000e-05 0.0000000000e+00
1.3460000000e-02 4.8546676875e+04 7.5512510000e-01 8.8267900000e-03 9.7807700000e-04 7.0260381500e-01 4.4849512000e-01 1.1228634249e+01 1.2411583824e+01 1.3661202525e+01 -5.4284125000e-03 8.8551100000e-05 0.0000000000e+00
1.3470000000e-02 4.8576235488e+04 7.5447798000e-01 8.8245200000e-03 9.7825500000e-04 7.0259539800e-01 4.4850305000e-01 1.1226032305e+01 1.2408398347e+01 1.3655543509e+01 -5.4228679000e-03 8.8550900000e-05 0.0000000000e+00
1.3480000000e-02 4.8605637781e+04 7.5383384000e-01 8.8222400000e-03 9.7843700000e-04 7.0258698300e-01 4.4851096000e-01 1.1223411871e+01 1.2405204923e+01 1.3649872272e+01 -5.4173350000e-03 8.8550800000e-05 0.0000000000e+00
1.3490000000e-02 4.8634883566e+04 7.5319269000e-01 8.8199700000e-03 9.7862500000e-04 7.0257857100e-01 4.4851886000e-01 1.1220752658e+01 1.2401936144e+01 1.3644100729e+01 -5.4118141000e-03 8.8550700000e-05 0.0000000000e+00
1.3500000000e-02 4.8663971744e+04 7.5255456000e-01 8.8177000000e-03 9.7881800000e-04 7.0257016000e-01 4.4852675000e-01 1.1218050917e+01 1.2398646871e+01 1.3638273237e+01 -5.4063052000e-03 8.8550700000e-05 0.0000000000e+00
1.3510000000e-02 4.8692902128e+04 7.5191946000e-01 8.8154200000e-03 9.7901500000e-04 7.0256175200e-01 4.4853463000e-01 1.1215344919e+01 1.2395335892e+01 1.3632434086e+01 -5.4008082000e-03 8.8550700000e-05 0.0000000000e+00
1.3520000000e-02 4.8721674988e+04 7.5128739000e-01 8.8131500000e-03 9.7921700000e-04 7.0255334500e-01 4.4854249000e-01 1.1212611847e+01 1.2391990533e+01 1.3626516171e+01 -5.3953235000e-03 8.8550700000e-05 0.0000000000e+00
1.3530000000e-02 4.8750288774e+04 7.5065839000e-01 8.8108900000e-03 9.7942300000e-04 7.0254494000e-01 4.4855035000e-01 1.1209835198e+01 1.2388609523e+01 1.3620492863e+01 -5.3898508000e-03 8.8550700000e-05 0.0000000000e+00
1.3540000000e-02 4.8778743755e+04 7.5003246000e-01 8.8086300000e-03 9.7963300000e-04 7.0253653600e-01 4.4855819000e-01 1.1207041776e+01 1.2385192984e+01 1.3614482948e+01 -5.3843904000e-03 8.8550700000e-05 0.0000000000e+00
1.3550000000e-02 4.8807039749e+04 7.4940961000e-01 8.8063700000e-03 9.7984700000e-04 7.0252813400e-01 4.4856602000e-01 1.1204245663e+01 1.2381783042e+01 1.3608438889e+01 -5.3789424000e-03 8.8550800000e-05 0.0000000000e+00
1.3560000000e-02 4.8835176117e+04 7.4878986000e-01 8.8041300000e-03 9.8006700000e-04 7.0251973200e-01 4.4857384000e-01 1.1201412641e+01 1.2378298362e+01 1.3602272869e+01 -5.3735067000e-03 8.8550800000e-05 0.0000000000e+00
1.3570000000e-02 4.8863152676e+04 7.4817322000e-01 8.8018900000e-03 9.8029100000e-04 7.0251133200e-01 4.4858165000e-01 1.1198549052e+01 1.2374820464e+01 1.3596120844e+01 -5.3680835000e-03 8.8550800000e-05 0.0000000000e+00
1.3580000000e-02 4.8890969244e+04 7.4755970000e-01 8.7996600000e-03 9.8052000000e-04 7.0250293300e-01 4.4858944000e-01 1.1195672876e+01 1.2371294717e+01 1.3589891312e+01 -5.3626728000e-03 8.8550800000e-05 0.0000000000e+00
1.3590000000e-02 4.8918625184e+04 7.4694932000e-01 8.7974400000e-03 9.8075300000e-04 7.0249453500e-01 4.4859723000e-01 1.1192781594e+01 1.2367761867e+01 1.3583653005e+01 -5.3572745000e-03 8.8550800000e-05 0.0000000000e+00
1.3600000000e-02 4.8946120769e+04 7.4634208000e-01 8.7952400000e-03 9.8099000000e-04 7.0248613700e-01 4.4860501000e-01 1.1189862551e+01 1.2364193921e+01 1.3577335233e+01 -5.3518889000e-03 8.8550700000e-05 0.0000000000e+00
1.3610000000e-02 4.8973455814e+04 7.4573799000e-01 8.7930500000e-03 9.8123200000e-04 7.0247774000e-01 4.4861278000e-01 1.1186931159e+01 1.2360606440e+01 1.3570988331e+01 -5.3465159000e-03 8.8550600000e-05 0.0000000000e+00
1.3620000000e-02 4.9000651384e+04 7.4513659000e-01 8.7908700000e-03 9.8147800000e-04 7.0246934300e-01 4.4862053000e-01 1.1183984879e+01 1.2357012116e+01 1.3564633263e+01 -5.3411556000e-03 8.8550400000e-05 0.0000000000e+00
1.3630000000e-02 4.9027799867e+04 7.4453584000e-01 8.7887000000e-03 9.8172800000e-04 7.0246094700e-01 4.4862828000e-01 1.1181023783e+01 1.2353397014e+01 1.3558222496e+01 -5.3358079000e-03 8.8550200000e-05 0.0000000000e+00
1.3640000000e-02 4.9054912598e+04 7.4393549000e-01 8.7865600000e-03 9.8198400000e-04 7.0245255100e-01 4.4863601000e-01 1.1178027764e+01 1.2349735988e+01 1.3551763997e+01 -5.3304731000e-03 8.8549900000e-05 0.0000000000e+00
1.3650000000e-02 4.9081988698e+04 7.4333556000e-01 8.7844300000e-03 9.8224400000e-04 7.0244415500e-01 4.4864374000e-01 1.1175031110e+01 1.2346068396e+01 1.3545250259e+01 -5.3251510000e-03 8.8549500000e-05 0.0000000000e+00
1.3660000000e-02 4.9109028197e+04 7.4273605000e-01 8.7823100000e-03 9.8251000000e-04 7.0243576000e-01 4.4865146000e-01 1.1171997130e+01 1.2342369195e+01 1.3538687856e+01 -5.3198418000e-03 8.8549000000e-05 0.0000000000e+00
1.3670000000e-02 4.9136030669e+04 7.4213697000e-01 8.7802100000e-03 9.8277900000e-04 7.0242736400e-01 4.4865916000e-01 1.1168961320e+01 1.2338648105e+01 1.3532163630e+01 -5.3145453000e-03 8.8548400000e-05 0.0000000000e+00
1.3680000000e-02 4.9162995694e+04 7.4153833000e-01 8.7781200000e-03 9.8305300000e-04 7.0241896800e-01 4.4866686000e-01 1.1165899719e+01 1.2334908163e+01 1.3525516422e+01 -5.3092617000e-03 8.8547700000e-05 0.0000000000e+00
1.3690000000e-02 4.9189922851e+04 7.4094014000e-01 8.7760400000e-03 9.8333000000e-04 7.0241057200e-01 4.4867455000e-01 1.1162821105e+01 1.2331160538e+01 1.3518883149e+01 -5.3039909000e-03 8.8546900000e-05 0.0000000000e+00
1.3700000000e-02 4.9216811720e+04 7.4034241000e-01 8.7739700000e-03 9.8361200000e-04 7.0240217600e-01 4.4868223000e-01 1.1159744884e+01 1.2327394240e+01 1.3512222737e+01 -5.2987331000e-03 8.8545900000e-05 0.0000000000e+00
1.3710000000e-02 4.9243662781e+04 7.3974513000e-01 8.7719200000e-03 9.8389800000e-04 7.0239377900e-01 4.4868990000e-01 1.1156641734e+01 1.2323593837e+01 1.3505532912e+01 -5.2934882000e-03 8.8544900000e-05 0.0000000000e+00
1.3720000000e-02 4.9270475167e+04 7.3914832000e-01 8.7698800000e-03 9.8418800000e-04 7.0238538200e-01 4.4869756000e-01 1.1153524444e+01 1.2319787475e+01 1.3498789267e+01 -5.2882562000e-03 8.8543800000e-05 0.0000000000e+00
1.3730000000e-02 4.9297248459e+04 7.3855199000e-01 8.7678600000e-03 9.8448300000e-04 7.0237698500e-01 4.4870521000e-01 1.1150369041e+01 1.2315934668e+01 1.3491948358e+01 -5.2830371000e-03 8.8542500000e-05 0.0000000000e+00
1.3740000000e-02 4.9323982692e+04 7.3795614000e-01 8.7658400000e-03 9.8478100000e-04 7.0236858600e-01 4.4871285000e-01 1.1147223691e+01 1.2312088622e+01 1.3485145372e+01 -5.2778310000e-03 8.8541200000e-05 0.0000000000e+00
1.3750000000e-02 4.9350677002e+04 7.3736079000e-01 8.7638400000e-03 9.8508300000e-04 7.0236018800e-01 4.4872049000e-01 1.1144037687e+01 1.2308208811e+01 1.3478313760e+01 -5.2726378000e-03 8.8539300000e-05 0.0000000000e+00
1.3760000000e-02 4.9377332766e+04 7.3676591000e-01 8.7618400000e-03 9.8538900000e-04 7.0235178800e-01 4.4872811000e-01 1.1140864553e+01 1.2304309403e+01 1.3471452171e+01 -5.2674576000e-03 8.8538800000e-05 0.0000000000e+00
1.3770000000e-02 4.9403947779e+04 7.3617155000e-01 8.7598600000e-03 9.8569900000e-04 7.0234338800e-01 4.4873573000e-01 1.1137650911e+01 1.2300404420e+01 1.3464514669e+01 -5.2622904000e-03 8.8536900000e-05 0.0000000000e+00
1.3780000000e-02 4.9430522972e+04 7.3557769000e-01 8.7578900000e-03 9.8601300000e-04 7.0233498700e-01 4.4874334000e-01 1.1134437564e+01 1.2296451959e+01 1.3457524525e+01 -5.2571362000e-03 8.8535300000e-05 0.0000000000e+00
1.3790000000e-02 4.9457057485e+04 7.3498435000e-01 8.7559200000e-03 9.8633100000e-04 7.0232658400e-01 4.4875094000e-01 1.1131195276e+01 1.2292508169e+01 1.3450552638e+01 -5.2519949000e-03 8.8533800000e-05 0.0000000000e+00
1.3800000000e-02 4.9483551801e+04 7.3439152000e-01 8.7539700000e-03 9.8665100000e-04 7.0231818100e-01 4.4875853000e-01 1.1127949265e+01 1.2288541952e+01 1.3443546321e+01 -5.2468666000e-03 8.8532200000e-05 0.0000000000e+00
1.3810000000e-02 4.9510005510e+04 7.3379921000e-01 8.7520300000e-03 9.8697600000e-04 7.0230977700e-01 4.4876611000e-01 1.1124678460e+01 1.2284544054e+01 1.3436467458e+01 -5.2417513000e-03 8.8530600000e-05 0.0000000000e+00
1.3820000000e-02 4.9536418202e+04 7.3320743000e-01 8.7500900000e-03 9.8730300000e-04 7.0230137200e-01 4.4877368000e-01 1.1121415455e+01 1.2280537933e+01 1.3429400533e+01 -5.2366490000e-03 8.8529000000e-05 0.0000000000e+00
1.3830000000e-02 4.9562789914e+04 7.3261618000e-01 8.7481600000e-03 9.8763400000e-04 7.0229296500e-01 4.4878125000e-01 1.1118111058e+01 1.2276526735e+01 1.3422329461e+01 -5.2315596000e-03 8.8527500000e-05 0.0000000000e+00
1.3840000000e-02 4.9589120238e+04 7.3202547000e-01 8.7462400000e-03 9.8796700000e-04 7.0228455700e-01 4.4878881000e-01 1.1114815846e+01 1.2272493393e+01 1.3415199921e+01 -5.2264831000e-03 8.8525900000e-05 0.0000000000e+00
1.3850000000e-02 4.9615409213e+04 7.3143530000e-01 8.7443200000e-03 9.8830400000e-04 7.0227614800e-01 4.4879636000e-01 1.1111506073e+01 1.2268441152e+01 1.3408041940e+01 -5.2214196000e-03 8.8524500000e-05 0.0000000000e+00
1.3860000000e-02 4.9641656875e+04 7.3084567000e-01 8.7424200000e-03 9.8864400000e-04 7.0226773800e-01 4.4880390000e-01 1.1108167636e+01 1.2264354446e+01 1.3400830048e+01 -5.2163690000e-03 8.8523100000e-05 0.0000000000e+00
1.3870000000e-02 4.9667862820e+04 7.3025659000e-01 8.7405200000e-03 9.8898800000e-04 7.0225932600e-01 4.4881144000e-01 1.1104814774e+01 1.2260262998e+01 1.3393590070e+01 -5.2113314000e-03 8.8521800000e-05 0.0000000000e+00
1.3880000000e-02 4.9694046196e+04 7.2966763000e-01 8.7386300000e-03 9.8933400000e-04 7.0225091300e-01 4.4881896000e-01 1.1101457301e+01 1.2256149659e+01 1.3386339804e+01 -5.2063066000e-03 8.8520500000e-05 0.0000000000e+00
1.3890000000e-02 4.9720222550e+04 7.2907844000e-01 8.7367400000e-03 9.8968200000e-04 7.0224249900e-01 4.4882648000e-01 1.1098093963e+01 1.2252042489e+01 1.3379054742e+01 -5.2012947000e-03 8.8519400000e-05 0.0000000000e+00
1.3900000000e-02 4.9746391852e+04 7.2848902000e-01 8.7348500000e-03 9.9003200000e-04 7.0223408200e-01 4.4883399000e-01 1.1094724798e+01 1.2247927538e+01 1.3371830109e+01 -5.1962956000e-03 8.8518400000e-05 0.0000000000e+00
1.3910000000e-02 4.9772553629e+04 7.2789938000e-01 8.7329800000e-03 9.9038600000e-04 7.0222566500e-01 4.4884150000e-01 1.1091316025e+01 1.2243766067e+01 1.3364484452e+01 -5.1913095000e-03 8.8517500000e-05 0.0000000000e+00
1.3920000000e-02 4.9798707852e+04 7.2730952000e-01 8.7311000000e-03 9.9074300000e-04 7.0221724600e-01 4.4884899000e-01 1.1087917017e+01 1.2239612584e+01 1.3357107092e+01 -5.1863361000e-03 8.8516700000e-05 0.0000000000e+00
1.3930000000e-02 4.9824854052e+04 7.2671945000e-01 8.7292300000e-03 9.9110300000e-04 7.0220882500e-01 4.4885648000e-01 1.1084488445e+01 1.2235425133e+01 1.3349699817e+01 -5.1813757000e-03 8.8516100000e-05 0.0000000000e+00
1.3940000000e-02 4.9850991756e+04 7.2612918000e-01 8.7273600000e-03 9.9146500000e-04 7.0220040200e-01 4.4886396000e-01 1.1081054245e+01 1.2231230138e+01 1.3342305894e+01 -5.1764280000e-03 8.8515600000e-05 0.0000000000e+00
1.3950000000e-02 4.9877121381e+04 7.2553870000e-01 8.7254900000e-03 9.9182900000e-04 7.0219197800e-01 4.4887144000e-01 1.1077614452e+01 1.2227013667e+01 1.3334877885e+01 -5.1714932000e-03 8.8515200000e-05 0.0000000000e+00
1.3960000000e-02 4.9903242015e+04 7.2494803000e-01 8.7236300000e-03 9.9219700000e-04 7.0218355200e-01 4.4887891000e-01 1.1074148061e+01 1.2222779041e+01 1.3327400179e+01 -5.1665711000e-03 8.8515000000e-05 0.0000000000e+00
1.3970000000e-02 4.9929353632e+04 7.2435717000e-01 8.7217700000e-03 9.9256700000e-04 7.0217512400e-01 4.4888637000e-01 1.1070662206e+01 1.2218509091e+01 1.3319888662e+01 -5.1616619000e-03 8.8514800000e-05 0.0000000000e+00
1.3980000000e-02 4.9955456206e+04 7.2376612000e-01 8.7199000000e-03 9.9293900000e-04 7.0216669400e-01 4.4889382000e-01 1.1067169624e+01 1.2214259790e+01 1.3312366340e+01 -5.1567655000e-03 8.8514800000e-05 0.0000000000e+00
1.3990000000e-02 4.9981548828e+04 7.2317490000e-01 8.7180400000e-03 9.9331400000e-04 7.0215826200e-01 4.4890126000e-01 1.1063661767e+01 1.2209962931e+01 1.3304767417e+01 -5.1518819000e-03 8.8514900000e-05 0.0000000000e+00
1.4000000000e-02 5.0007631917e+04 7.2258350000e-01 8.7161800000e-03 9.9369200000e-04 7.0214982800e-01 4.4890870000e-01 1.1060137418e+01 1.2205646564e+01 1.3297162416e+01 -5.1470110000e-03 8.8515000000e-05 0.0000000000e+00
1.4010000000e-02 5.0033704564e+04 7.2199194000e-01 8.7143100000e-03 9.9407200000e-04 7.0214139200e-01 4.4891613000e-01 1.1056606484e+01 1.2201337035e+01 1.3289546951e+01 -5.1421530000e-03 8.8515200000e-05 0.0000000000e+00
1.4020000000e-02 5.0059767187e+04 7.2140021000e-01 8.7124500000e-03 9.9445500000e-04 7.0213295400e-01 4.4892356000e-01 1.1053046477e+01 1.2196980159e+01 1.3281855337e+01 -5.1373078000e-03 8.8515500000e-05 0.0000000000e+00
1.4030000000e-02 5.0085818883e+04 7.2080833000e-01 8.7105800000e-03 9.9484000000e-04 7.0212451400e-01 4.4893098000e-01 1.1049479981e+01 1.2192616268e+01 1.3274153495e+01 -5.1324753000e-03 8.8515900000e-05 0.0000000000e+00
1.4040000000e-02 5.0111859628e+04 7.2021630000e-01 8.7087000000e-03 9.9522700000e-04 7.0211607200e-01 4.4893839000e-01 1.1045893080e+01 1.2188245410e+01 1.3266441505e+01 -5.1276556000e-03 8.8516300000e-05 0.0000000000e+00
1.4050000000e-02 5.0137888960e+04 7.1962413000e-01 8.7068300000e-03 9.9561600000e-04 7.0210762700e-01 4.4894579000e-01 1.1042288363e+01 1.2183839640e+01 1.3258673765e+01 -5.1228487000e-03 8.8516700000e-05 0.0000000000e+00
1.4060000000e-02 5.0163906858e+04 7.1903182000e-01 8.7049500000e-03 9.9600700000e-04 7.0209918000e-01 4.4895319000e-01 1.1038677282e+01 1.2179427000e+01 1.3250896074e+01 -5.1180545000e-03 8.8517200000e-05 0.0000000000e+00
1.4070000000e-02 5.0189912862e+04 7.1843938000e-01 8.7030700000e-03 9.9640100000e-04 7.0209073000e-01 4.4896058000e-01 1.1035050070e+01 1.2174981326e+01 1.3243065753e+01 -5.1132731000e-03 8.8517700000e-05 0.0000000000e+00
1.4080000000e-02 5.0215906512e+04 7.1784682000e-01 8.7011800000e-03 9.9679700000e-04 7.0208227800e-01 4.4896797000e-01 1.1031402643e+01 1.2170528894e+01 1.3235178350e+01 -5.1085045000e-03 8.8518100000e-05 0.0000000000e+00
1.4090000000e-02 5.0241887351e+04 7.1725415000e-01 8.6992800000e-03 9.9719400000e-04 7.0207382300e-01 4.4897535000e-01 1.1027760052e+01 1.2166068008e+01 1.3227348559e+01 -5.1037487000e-03 8.8518600000e-05 0.0000000000e+00
1.4100000000e-02 5.0267855359e+04 7.1666137000e-01 8.6973800000e-03 9.9759300000e-04 7.0206536600e-01 4.4898272000e-01 1.1024084644e+01 1.2161586457e+01 1.3219439038e+01 -5.0990056000e-03 8.8519000000e-05 0.0000000000e+00
1.4110000000e-02 5.0293810079e+04 7.1606849000e-01 8.6954800000e-03 9.9799500000e-04 7.0205690600e-01 4.4899009000e-01 1.1020379370e+01 1.2157058176e+01 1.3211430075e+01 -5.0942753000e-03 8.8519600000e-05 0.0000000000e+00
1.4120000000e-02 5.0319751057e+04 7.1547552000e-01 8.6935600000e-03 9.9839800000e-04 7.0204844400e-01 4.4899745000e-01 1.1016691710e+01 1.2152535554e+01 1.3203454417e+01 -5.0895579000e-03 8.8519300000e-05 0.0000000000e+00
1.4130000000e-02 5.0345678275e+04 7.1488246000e-01 8.6916400000e-03 9.9880400000e-04 7.0203997800e-01 4.4900480000e-01 1.1012960351e+01 1.2147994196e+01 1.3195426879e+01 -5.0848532000e-03 8.8520100000e-05 0.0000000000e+00
1.4140000000e-02 5.0371562018e+04 7.1428999000e-01 8.6897200000e-03 9.9921200000e-04 7.0203151000e-01 4.4901215000e-01 1.1009210318e+01 1.2143404539e+01 1.3187367429e+01 -5.0801613000e-03 8.8520300000e-05 0.0000000000e+00
1.4150000000e-02 5.0397275329e+04 7.1370102000e-01 8.6877800000e-03 9.9962300000e-04 7.0202303800e-01 4.4901950000e-01 1.1005455983e+01 1.2138810306e+01 1.3179254649e+01 -5.0754822000e-03 8.8520500000e-05 0.0000000000e+00
1.4160000000e-02 5.0422805426e+04 7.1311585000e-01 8.6858400000e-03 1.0000300000e-03 7.0201456400e-01 4.4902683000e-01 1.1001735159e+01 1.2134254638e+01 1.3171228745e+01 -5.0708159000e-03 8.8520600000e-05 0.0000000000e+00
1.4170000000e-02 5.0448152200e+04 7.1253449000e-01 8.6839000000e-03 1.0004500000e-03 7.0200608700e-01 4.4903416000e-01 1.0997874792e+01 1.2129559155e+01 1.3162953952e+01 -5.0661625000e-03 8.8520700000e-05 0.0000000000e+00
1.4180000000e-02 5.0473315543e+04 7.1195695000e-01 8.6819500000e-03 1.0008700000e-03 7.0199760600e-01 4.4904149000e-01 1.0994030666e+01 1.2124853919e+01 1.3154662864e+01 -5.0615218000e-03 8.8520700000e-05 0.0000000000e+00
1.4190000000e-02 5.0498296651e+04 7.1138321000e-01 8.6799900000e-03 1.0012800000e-03 7.0198912200e-01 4.4904881000e-01 1.0990312534e+01 1.2120301729e+01 1.3146599631e+01 -5.0568939000e-03 8.8520700000e-05 0.0000000000e+00
1.4200000000e-02 5.0523094976e+04 7.1081329000e-01 8.6780400000e-03 1.0017000000e-03 7.0198063500e-01 4.4905613000e-01 1.0986475461e+01 1.2115604624e+01 1.3138371894e+01 -5.0522789000e-03 8.8520600000e-05 0.0000000000e+00
1.4210000000e-02 5.0547711709e+04 7.1024717000e-01 8.6760800000e-03 1.0021300000e-03 7.0197214500e-01 4.4906344000e-01 1.0982545015e+01 1.2110818649e+01 1.3129931286e+01 -5.0476766000e-03 8.8520400000e-05 0.0000000000e+00
1.4220000000e-02 5.0572146299e+04 7.0968487000e-01 8.6741200000e-03 1.0025500000e-03 7.0196365100e-01 4.4907074000e-01 1.0978741711e+01 1.2106171626e+01 1.3121695554e+01 -5.0430871000e-03 8.8520200000e-05 0.0000000000e+00
1.4230000000e-02 5.0596399933e+04 7.0912637000e-01 8.6721700000e-03 1.0029800000e-03 7.0195515300e-01 4.4907804000e-01 1.0974833780e+01 1.2101394077e+01 1.3113296299e+01 -5.0385104000e-03 8.8520000000e-05 0.0000000000e+00
1.4240000000e-02 5.0620472492e+04 7.0857168000e-01 8.6702100000e-03 1.0034100000e-03 7.0194665300e-01 4.4908533000e-01 1.0970956113e+01 1.2096634761e+01 1.3104928235e+01 -5.0339464000e-03 8.8519600000e-05 0.0000000000e+00
1.4250000000e-02 5.0644364722e+04 7.0802079000e-01 8.6682600000e-03 1.0038400000e-03 7.0193814800e-01 4.4909262000e-01 1.0967055590e+01 1.2091879666e+01 1.3096545993e+01 -5.0293952000e-03 8.8519200000e-05 0.0000000000e+00
1.4260000000e-02 5.0668076934e+04 7.0747370000e-01 8.6663100000e-03 1.0042700000e-03 7.0192964000e-01 4.4909991000e-01 1.0963186561e+01 1.2087156629e+01 1.3088219351e+01 -5.0248568000e-03 8.8518700000e-05 0.0000000000e+00
1.4270000000e-02 5.0691609438e+04 7.0693041000e-01 8.6643600000e-03 1.0047100000e-03 7.0192112800e-01 4.4910719000e-01 1.0959239925e+01 1.2082317581e+01 1.3079705880e+01 -5.0203312000e-03 8.8518200000e-05 0.0000000000e+00
1.4280000000e-02 5.0714962539e+04 7.0639092000e-01 8.6624200000e-03 1.0051400000e-03 7.0191261200e-01 4.4911446000e-01 1.0955393474e+01 1.2077616972e+01 1.3071420776e+01 -5.0158183000e-03 8.8517600000e-05 0.0000000000e+00
1.4290000000e-02 5.0738136976e+04 7.0585522000e-01 8.6604900000e-03 1.0055800000e-03 7.0190409300e-01 4.4912173000e-01 1.0951470803e+01 1.2072814371e+01 1.3062973664e+01 -5.0113182000e-03 8.8517000000e-05 0.0000000000e+00
1.4300000000e-02 5.0761133051e+04 7.0532331000e-01 8.6585600000e-03 1.0060300000e-03 7.0189556900e-01 4.4912899000e-01 1.0947457016e+01 1.2067910114e+01 1.3054340715e+01 -5.0068308000e-03 8.8516300000e-05 0.0000000000e+00
1.4310000000e-02 5.0783951064e+04 7.0479519000e-01 8.6566400000e-03 1.0064700000e-03 7.0188704200e-01 4.4913625000e-01 1.0943557185e+01 1.2063158029e+01 1.3045935841e+01 -5.0023561000e-03 8.8515600000e-05 0.0000000000e+00
1.4320000000e-02 5.0806591314e+04 7.0427086000e-01 8.6547400000e-03 1.0069200000e-03 7.0187851000e-01 4.4914351000e-01 1.0939568869e+01 1.2058290469e+01 1.3037394357e+01 -4.9978942000e-03 8.8514800000e-05 0.0000000000e+00
1.4330000000e-02 5.0829054960e+04 7.0375030000e-01 8.6528400000e-03 1.0073700000e-03 7.0186997500e-01 4.4915076000e-01 1.0935612263e+01 1.2053441363e+01 1.3028862028e+01 -4.9934451000e-03 8.8514000000e-05 0.0000000000e+00
1.4340000000e-02 5.0851341433e+04 7.0323353000e-01 8.6509600000e-03 1.0078200000e-03 7.0186143500e-01 4.4915801000e-01 1.0931675946e+01 1.2048624459e+01 1.3020387654e+01 -4.9890086000e-03 8.8513100000e-05 0.0000000000e+00
1.4350000000e-02 5.0873452318e+04 7.0272052000e-01 8.6490800000e-03 1.0082800000e-03 7.0185289100e-01 4.4916525000e-01 1.0927662912e+01 1.2043720392e+01 1.3011728805e+01 -4.9845849000e-03 8.8512200000e-05 0.0000000000e+00
1.4360000000e-02 5.0895387473e+04 7.0221128000e-01 8.6472300000e-03 1.0087300000e-03 7.0184434300e-01 4.4917249000e-01 1.0923765954e+01 1.2038954099e+01 1.3003346012e+01 -4.9801738000e-03 8.8511300000e-05 0.0000000000e+00
1.4370000000e-02 5.0917147187e+04 7.0170581000e-01 8.6453800000e-03 1.0092000000e-03 7.0183579100e-01 4.4917972000e-01 1.0919698072e+01 1.2033981552e+01 1.2994585958e+01 -4.9757755000e-03 8.8510300000e-05 0.0000000000e+00
1.4380000000e-02 5.0938732603e+04 7.0120409000e-01 8.6435600000e-03 1.0096600000e-03 7.0182723400e-01 4.4918695000e-01 1.0915746218e+01 1.2029146733e+01 1.2986054931e+01 -4.9713898000e-03 8.8509400000e-05 0.0000000000e+00
1.4390000000e-02 5.0960143575e+04 7.0070613000e-01 8.6417500000e-03 1.0101300000e-03 7.0181867200e-01 4.4919417000e-01 1.0911719311e+01 1.2024225206e+01 1.2977411882e+01 -4.9670168000e-03 8.8508400000e-05 0.0000000000e+00
1.4400000000e-02 5.0981381243e+04 7.0021191000e-01 8.6399500000e-03 1.0106000000e-03 7.0181010700e-01 4.4920139000e-01 1.0907711670e+01 1.2019336185e+01 1.2968802984e+01 -4.9626565000e-03 8.8507500000e-05 0.0000000000e+00
1.4410000000e-02 5.1002445454e+04 6.9972144000e-01 8.6381800000e-03 1.0110700000e-03 7.0180153600e-01 4.4920861000e-01 1.0903725726e+01 1.2014451824e+01 1.2960230047e+01 -4.9583088000e-03 8.8506600000e-05 0.0000000000e+00
1.4420000000e-02 5.1023441614e+04 6.9923227000e-01 8.6364200000e-03 1.0115400000e-03 7.0179296200e-01 4.4921582000e-01 1.0899759000e+01 1.2009613764e+01 1.2951691186e+01 -4.9539737000e-03 8.8505700000e-05 0.0000000000e+00
1.4430000000e-02 5.1044496324e+04 6.9874145000e-01 8.6346800000e-03 1.0120100000e-03 7.0178438200e-01 4.4922303000e-01 1.0895826536e+01 1.2004794220e+01 1.2943210701e+01 -4.9496512000e-03 8.8504800000e-05 0.0000000000e+00
1.4440000000e-02 5.1065609026e+04 6.9824899000e-01 8.6329500000e-03 1.0124900000e-03 7.0177579800e-01 4.4923024000e-01 1.0891819499e+01 1.1999902387e+01 1.2934619371e+01 -4.9453415000e-03 8.8504000000e-05 0.0000000000e+00
1.4450000000e-02 5.1086778736e+04 6.9775491000e-01 8.6312500000e-03 1.0129700000e-03 7.0176720900e-01 4.4923744000e-01 1.0887820382e+01 1.1995001487e+01 1.2926017446e+01 -4.9410443000e-03 8.8503200000e-05 0.0000000000e+00
1.4460000000e-02 5.1108004896e+04 6.9725922000e-01 8.6295500000e-03 1.0134600000e-03 7.0175861500e-01 4.4924464000e-01 1.0883759608e+01 1.1990042549e+01 1.2917281114e+01 -4.9367599000e-03 8.8502500000e-05 0.0000000000e+00
1.4470000000e-02 5.1129287381e+04 6.9676192000e-01 8.6278700000e-03 1.0139400000e-03 7.0175001600e-01 4.4925183000e-01 1.0879799140e+01 1.1985192982e+01 1.2908748011e+01 -4.9324881000e-03 8.8501900000e-05 0.0000000000e+00
1.4480000000e-02 5.1150624778e+04 6.9626304000e-01 8.6262000000e-03 1.0144300000e-03 7.0174141200e-01 4.4925902000e-01 1.0875750709e+01 1.1980243983e+01 1.2900058398e+01 -4.9282289000e-03 8.8501300000e-05 0.0000000000e+00
1.4490000000e-02 5.1172016534e+04 6.9576259000e-01 8.6245300000e-03 1.0149200000e-03 7.0173280400e-01 4.4926621000e-01 1.0871734290e+01 1.1975341542e+01 1.2891425840e+01 -4.9239824000e-03 8.8500900000e-05 0.0000000000e+00
